key,m,z,b,x
6688,0|2,1|1,0|0,2|2
8278,0|0,0|1,0|0,0|0
8685,0|0,0|1,0|0,0|0
18723,0|1,0|0,0|0,1|1
18710,0|0,0|0,0|0,1|1
17257,0|0,0|0,0|0,1|1
14018,2|4,0|0,0|0,0|0
10452,1|5,0|0,1|3,0|0
10475,1|1,0|0,0|0,0|0
11407,0|3,0|0,0|0,0|0
15235,1|2,0|0,0|0,0|0
21504,0|1,0|0,0|0,0|0
19448,1|3,0|0,0|0,0|0
19443,1|2,0|0,0|0,0|0
15217,0|1,0|0,0|0,0|0
11385,0|1,0|0,0|0,0|0
12940,0|2,0|0,0|0,0|0
10916,1|1,0|0,0|0,0|0
10945,1|2,0|0,0|0,0|0
11859,0|1,0|0,0|0,0|0
14007,1|3,0|0,0|0,0|0
13977,1|1,0|0,0|0,0|0
10934,0|2,0|0,0|0,0|1
12967,0|2,0|0,0|0,0|0
11886,2|3,0|0,0|0,0|0
13494,1|2,0|0,0|0,0|0
14579,0|1,0|0,0|0,0|0
14008,0|3,0|0,0|0,0|0
12393,1|2,0|0,0|0,0|0
13975,0|1,1|1,0|0,0|0
10446,1|3,0|0,3|3,3|3
15223,0|1,0|0,0|0,0|0
12418,0|3,0|0,0|0,0|0
12971,1|2,0|0,0|0,0|0
11853,0|2,0|0,0|0,0|0
14000,0|2,0|0,0|0,0|0
12411,0|1,0|0,0|0,0|0
10462,0|2,0|0,0|0,0|0
13989,1|1,0|0,0|0,0|0
14586,1|1,0|0,0|0,0|0
13974,0|1,0|0,0|0,0|0
12422,0|1,0|0,0|0,0|0
15238,0|1,0|0,0|0,0|0
10437,0|2,0|0,0|0,0|0
11852,0|1,0|0,0|0,1|1
11841,1|1,0|0,0|0,0|0
12998,0|1,0|2,0|0,0|0
13490,0|2,0|0,0|0,0|0
13468,0|2,0|0,0|0,0|0
13469,0|2,0|0,0|0,0|0
10444,1|1,0|0,1|1,0|0
12946,1|1,0|0,0|0,0|0
10914,1|3,0|0,0|0,0|1
c,1|1,0|0,0|0,0|0
14577,0|2,0|0,0|0,0|0
13990,0|2,0|0,0|0,0|0
13483,1|3,0|0,0|0,0|0
13489,0|1,0|0,0|0,0|1
15194,1|1,0|0,0|0,0|0
15203,0|1,0|0,0|0,0|0
10935,0|2,0|0,0|0,0|0
10931,0|1,0|0,0|0,0|0
14572,0|2,0|0,0|0,0|0
11367,2|4,0|0,0|0,0|0
10461,0|3,2|2,0|0,0|0
13485,1|1,0|0,0|0,1|2
12383,1|3,0|2,0|0,0|0
11404,0|4,0|0,0|0,0|0
11413,0|1,0|0,0|0,0|0
12410,0|2,0|0,0|0,0|0
13448,0|1,0|0,0|0,0|0
10467,0|3,0|1,0|0,0|0
10470,0|1,0|0,0|0,0|0
12401,3|3,0|0,0|0,0|1
10464,1|1,0|0,0|0,0|0
14024,1|2,0|0,0|0,0|0
15243,0|2,0|0,0|0,0|0
12392,2|3,0|0,0|0,0|0
10441,0|2,0|0,0|0,0|0
13476,0|2,0|0,0|0,0|0
11845,1|1,0|0,0|0,0|0
13488,0|4,1|1,0|0,0|0
10938,0|1,0|0,0|0,0|0
14021,2|3,0|0,0|1,0|0
12991,0|2,0|0,0|0,0|0
13442,1|1,1|1,0|0,0|0
12423,0|1,0|0,0|0,0|0
12942,0|1,0|0,0|0,0|0
12965,0|1,0|0,0|0,0|0
10939,0|2,0|0,0|0,0|0
12390,2|2,1|1,0|0,0|0
11409,0|1,0|0,0|0,0|0
12412,1|2,0|0,0|0,0|0
15212,2|2,0|0,0|0,0|0
12993,0|1,0|0,0|0,0|0
11389,4|4,0|0,0|0,0|0
15234,0|5,0|0,0|0,0|0
10474,0|2,0|0,0|0,0|0
10454,2|4,0|0,0|3,0|0
11399,1|1,0|0,0|0,0|0
10941,1|1,0|0,0|0,0|0
10440,0|4,0|0,0|0,0|0
12381,0|3,0|0,0|0,0|0
15211,1|3,0|0,0|0,1|2
10947,0|1,0|0,0|0,0|0
13992,1|1,0|0,0|0,0|0
15208,3|4,0|0,0|0,0|1
15251,1|3,0|0,0|0,0|0
13979,2|2,0|0,0|0,0|0
12417,0|2,0|0,0|0,0|0
14588,1|3,0|1,0|0,0|0
10478,1|2,0|0,0|0,0|1
10466,2|3,0|0,0|0,0|0
10917,0|1,0|0,0|0,0|0
15245,0|1,0|0,0|0,0|0
12984,1|1,0|0,0|0,0|0
13461,1|1,0|0,0|0,0|0
10937,0|4,0|1,0|0,1|1
520,1|1,1|1,0|0,0|0
1556,1|2,0|0,0|0,0|0
1862,1|1,0|0,0|0,0|0
2447,1|1,0|0,0|0,0|0
10000159,2|4,1|1,0|4,2|5
2444,1|1,0|1,0|0,0|0
10000574,4|4,1|1,0|0,0|0
530,1|1,0|0,0|0,1|1
10000114,3|4,1|1,2|4,4|5
15237,0|1,0|1,0|0,0|1
13463,1|1,1|1,0|0,0|0
14605,1|2,0|0,0|0,0|0
10456,1|1,1|1,0|0,0|0
13480,0|1,0|0,0|0,0|0
11851,1|2,0|1,1|1,0|0
14567,0|1,0|0,0|0,0|0
11881,1|1,0|0,0|0,0|0
15213,1|5,0|0,0|0,0|0
11396,2|2,0|0,0|0,0|0
12394,0|1,0|0,0|0,0|0
12961,1|1,1|1,0|0,0|0
13985,0|2,0|0,0|0,0|0
15214,1|2,0|0,0|0,0|0
15246,0|2,0|0,0|0,0|0
10940,0|1,0|0,0|0,0|0
14568,1|1,0|0,0|0,0|0
10925,0|3,0|0,0|0,0|0
11391,1|2,0|0,0|0,0|0
10439,0|2,0|0,0|0,0|0
15871,0|2,0|1,3|3,3|4
20198,0|1,0|0,0|0,0|0
15867,1|4,0|1,2|3,1|3
20844,0|2,0|0,0|0,0|0
17991,0|1,0|0,0|0,0|0
20808,2|2,0|0,0|0,0|0
18730,2|2,0|0,0|0,0|0
20165,1|2,0|0,0|0,0|0
21505,1|2,0|0,0|0,0|0
20814,2|2,0|0,0|0,0|0
17964,1|1,0|0,0|0,0|0
16561,1|1,0|0,0|0,0|3
10000214,1|4,1|1,1|2,1|5
2442,0|1,0|1,0|0,0|1
2786,0|2,0|0,0|0,0|0
3425,0|1,1|1,0|0,0|0
4456,1|2,0|0,0|0,0|0
3431,0|1,0|0,0|0,0|0
4462,0|3,0|0,0|0,0|0
5896,1|4,0|0,0|0,1|1
5512,0|2,0|0,0|0,0|0
5162,0|3,0|1,0|0,1|1
5538,2|5,0|0,0|0,0|0
3760,1|4,0|0,0|0,0|0
3438,2|4,0|0,0|0,1|1
3072,2|2,0|0,0|0,0|0
1539,0|1,0|1,0|0,0|0
892,0|1,0|2,0|0,0|0
1225,1|1,1|1,0|0,0|0
1848,0|0,0|2,0|0,0|0
2162,0|0,3|3,0|0,0|0
1548,1|1,1|2,0|0,0|0
1541,2|2,0|1,0|0,0|1
2150,1|1,1|2,0|0,0|0
1864,0|1,0|1,0|0,0|0
912,0|1,0|2,0|0,0|0
7860,0|0,0|0,0|0,1|1
7064,1|1,0|0,0|0,1|1
9583,0|2,0|0,0|0,1|1
7101,0|0,0|1,0|0,0|1
6266,2|3,1|1,0|0,1|3
7044,0|0,0|0,0|0,1|1
9150,0|0,0|0,0|0,1|1
7848,0|0,0|0,0|0,1|1
6282,2|3,0|1,0|0,2|3
8686,1|1,0|0,0|0,2|2
9972,2|2,0|0,0|0,1|1
8245,1|1,0|0,0|0,1|1
8697,1|1,0|0,0|0,0|2
8698,0|0,0|0,0|0,0|1
7476,0|1,0|0,0|0,0|1
7844,0|0,0|0,0|0,2|2
8690,1|2,0|0,0|0,1|1
7878,0|1,0|0,0|0,3|3
6283,3|4,1|1,0|0,2|3
6284,0|1,0|1,0|0,0|1
8688,0|0,0|0,0|0,0|1
7460,0|0,0|0,0|0,1|1
9966,0|1,0|0,0|0,1|1
7843,0|1,0|0,0|0,0|0
9973,0|2,0|0,0|0,0|0
7060,2|3,0|0,0|0,0|0
8266,1|1,0|0,0|0,0|0
8246,0|1,0|0,0|0,1|1
6697,0|2,0|0,0|0,1|1
8281,0|2,0|0,0|0,0|0
6275,2|5,0|1,0|0,2|4
7072,0|1,0|0,0|0,0|1
8714,1|1,0|1,0|0,1|1
7857,1|1,0|0,0|0,0|0
7457,0|1,0|0,0|0,2|2
8258,0|2,0|0,0|0,1|1
5913,0|0,0|1,0|0,0|0
5507,1|1,0|1,0|1,0|0
5940,0|2,0|1,0|0,0|1
15201,4|4,1|1,0|0,0|0
4799,0|1,0|0,0|0,0|0
4452,0|1,0|0,0|0,0|0
5150,1|2,0|0,0|0,0|0
10000615,0|2,0|0,0|0,0|0
2170,0|1,0|0,0|0,0|0
8693,0|0,0|0,0|0,2|2
7065,0|0,0|0,0|0,1|1
7453,0|0,0|0,0|0,1|1
9983,0|0,0|0,0|0,1|1
9985,0|0,0|0,0|0,1|1
7089,1|2,0|0,0|0,1|1
3086,3|4,0|0,0|0,1|1
5530,0|2,0|0,0|0,0|1
3426,0|2,0|0,0|0,0|1
2774,1|1,1|2,0|1,2|4
4106,0|2,0|0,0|0,0|2
5160,0|0,0|0,0|0,0|1
4107,1|2,0|0,0|0,0|2
4446,1|1,0|0,0|1,0|1
4083,0|0,0|0,0|0,0|1
3444,0|0,0|0,0|0,0|1
5557,1|1,0|0,0|0,1|1
5910,0|1,0|0,0|0,0|2
4467,2|2,0|0,0|0,1|1
3087,0|1,0|0,0|0,0|1
5534,0|3,0|0,0|0,1|2
6305,0|0,0|0,0|0,2|2
9159,0|0,0|0,0|0,1|1
6690,0|0,0|0,0|0,1|1
7464,1|2,0|0,0|0,1|1
9158,0|1,0|0,0|0,1|1
7869,0|1,0|0,0|0,0|1
9585,0|0,0|0,0|0,0|1
7889,0|0,0|0,0|0,0|1
7863,0|0,0|0,0|0,1|1
6312,0|0,0|0,0|0,1|1
8271,1|1,0|0,0|0,1|1
7479,0|1,0|0,0|0,1|1
7884,1|3,0|0,0|0,2|2
8681,1|2,0|0,0|0,2|2
9577,0|2,0|0,0|0,1|1
8283,1|1,0|0,0|0,2|2
6720,0|0,0|0,0|0,1|1
7071,0|0,0|0,0|0,0|1
7048,2|2,0|0,0|0,1|1
6704,0|1,0|0,0|0,1|1
8709,0|0,0|0,0|0,1|1
7477,0|0,0|0,0|0,1|1
7081,0|0,0|0,0|0,0|1
7083,0|0,0|0,0|0,0|1
6676,0|0,0|0,0|0,0|1
7451,1|1,0|0,0|0,1|1
6718,0|0,0|0,0|0,1|1
7490,0|1,0|0,0|0,0|1
9141,0|1,0|0,0|0,1|1
9964,0|0,0|0,0|0,2|2
9987,0|0,0|0,0|0,0|1
9572,0|1,0|0,0|0,1|1
8264,0|1,0|0,0|0,1|1
9562,0|0,0|1,0|0,1|1
9564,0|1,0|1,0|0,1|1
7052,0|1,0|0,0|0,1|1
8253,1|1,0|0,0|0,1|1
8694,0|0,0|0,0|0,1|1
7840,0|0,0|0,0|0,1|1
7466,1|1,0|0,0|0,1|1
7491,0|0,0|0,0|0,0|1
8691,0|0,0|0,0|0,1|1
7882,0|0,0|0,0|0,1|1
7485,0|0,0|0,0|0,1|1
7873,0|0,0|0,0|0,1|1
6660,0|0,0|0,0|0,1|1
8255,0|0,0|0,0|0,1|1
9582,0|0,1|1,0|0,2|2
9986,0|0,0|0,0|0,0|1
7880,0|0,0|0,0|0,1|1
7057,0|0,0|0,0|0,2|2
8280,0|0,0|1,0|0,1|1
7078,0|0,0|0,0|0,1|1
8254,0|1,0|0,1|1,1|1
6267,1|2,0|1,0|0,3|4
9593,0|0,0|0,0|0,0|1
6682,0|0,0|0,0|0,0|1
7459,0|0,0|0,0|0,1|1
7055,0|0,0|0,0|0,1|1
8704,0|0,0|0,0|0,1|1
7856,0|0,0|0,0|0,1|1
9969,0|0,0|0,0|0,1|1
8717,0|0,0|0,0|0,1|2
6327,0|0,0|0,0|0,0|1
9975,1|1,0|0,0|0,2|2
890,0|0,0|0,0|0,0|1
10000986,2|2,0|0,0|0,2|2
1538,1|1,0|0,0|0,1|2
2145,0|0,0|0,0|0,0|2
1861,1|2,0|0,0|0,0|1
1238,0|1,0|0,0|0,0|1
1234,0|1,0|1,0|0,0|1
1863,2|3,0|0,0|0,0|1
532,1|2,0|1,0|0,0|1
1245,0|0,0|1,0|0,0|1
1867,1|1,0|0,0|0,1|1
9559,1|2,0|0,0|0,1|1
8680,0|0,0|0,0|0,1|1
6307,0|2,0|0,0|0,0|1
6326,0|1,0|0,0|0,1|1
9135,0|0,0|0,0|0,1|1
6265,1|2,1|1,0|0,2|3
9155,0|0,0|0,0|0,1|1
9138,0|0,0|0,0|0,1|1
7883,0|0,0|0,0|0,0|1
7087,0|0,0|0,0|0,0|1
6706,0|1,0|0,0|0,0|1
9581,0|1,0|0,0|0,0|1
8692,0|0,0|0,0|0,1|1
6714,0|0,0|0,0|0,0|1
8273,1|1,0|0,0|0,1|1
7841,0|0,0|0,0|0,1|1
9156,0|0,0|0,0|0,0|1
7881,0|0,0|0,0|0,0|1
7867,0|0,0|1,0|0,1|1
8282,0|0,0|0,0|0,1|1
14612,1|1,0|1,0|0,0|0
12425,0|1,1|2,0|0,0|0
14578,1|1,1|1,0|0,0|0
5943,0|2,0|0,0|0,0|0
4786,2|2,0|0,1|1,1|1
2784,0|2,0|0,0|0,0|0
3083,1|2,0|0,0|0,0|0
3079,2|3,0|0,0|0,0|0
4099,1|2,0|0,0|0,0|0
4427,1|1,0|0,0|1,0|0
5907,1|1,0|0,0|0,1|1
5927,0|3,0|0,0|0,0|0
5505,2|3,0|0,1|1,1|1
4457,1|1,0|0,0|0,0|0
3095,1|1,0|0,0|0,0|1
5546,0|1,0|0,0|0,0|0
2758,1|1,0|0,0|0,1|1
5521,1|1,0|0,0|0,0|0
889,2|3,0|0,0|0,0|1
888,2|2,1|1,0|0,1|1
2153,1|3,0|1,0|0,0|0
2465,1|2,0|0,0|0,0|0
1838,2|4,0|0,0|0,0|0
11377,1|1,0|0,0|0,0|1
12951,0|1,0|0,0|0,0|1
10476,0|3,0|0,0|0,0|1
2789,0|0,0|0,0|0,1|1
4090,1|1,0|0,0|0,1|1
3421,2|2,0|0,0|0,1|1
5915,2|3,0|0,0|0,1|1
2759,3|3,0|0,0|0,1|1
2770,0|2,0|2,0|1,2|5
3766,1|2,0|0,0|0,0|1
3762,3|3,0|0,0|0,1|1
2763,1|1,0|0,1|1,0|1
5911,0|0,0|0,0|0,1|1
5916,0|1,0|0,1|1,1|1
4810,2|2,0|0,0|0,1|1
5891,0|1,0|0,0|0,0|1
2783,1|2,0|0,0|0,0|1
21488,0|0,0|1,0|0,0|0
16527,0|1,0|1,0|0,0|0
16532,2|2,0|1,0|0,0|0
15859,1|1,0|1,0|0,0|0
16567,0|1,0|1,0|0,0|0
17255,0|0,0|1,1|1,0|0
905,2|3,0|1,0|0,0|0
2149,0|1,1|1,0|0,0|0
10000818,4|4,1|1,0|0,0|0
1868,1|3,0|0,0|0,0|0
2143,2|2,0|0,0|0,0|0
440,1|1,1|1,0|0,0|0
2140,1|1,0|0,0|0,0|0
10000677,3|3,0|0,0|0,0|0
1228,1|1,0|0,0|0,0|0
10000107,2|2,0|0,0|0,0|0
1232,2|2,0|0,0|0,0|0
1226,2|3,0|0,0|0,0|0
535,2|2,0|0,0|0,1|1
1850,2|3,0|0,0|0,0|0
2166,2|2,1|1,0|0,0|0
1246,1|1,0|0,0|0,0|0
10000679,1|1,0|0,0|0,0|2
10000426,2|2,2|2,0|0,0|0
1844,1|1,0|1,0|0,0|0
17986,1|2,0|1,0|0,0|0
21509,2|2,0|1,0|0,0|0
15889,0|2,0|1,1|2,0|0
20186,0|2,0|1,0|0,0|0
4093,0|2,0|0,0|0,0|1
3440,0|0,0|0,0|0,0|1
4092,0|0,0|0,0|0,0|1
5136,1|1,0|0,0|0,1|1
2471,0|4,0|0,0|0,0|0
2440,1|2,0|0,0|0,0|0
2138,0|2,0|0,0|0,0|0
2146,0|2,0|0,0|0,0|0
1847,0|3,0|0,0|0,0|0
1560,0|1,0|0,0|0,0|0
1865,1|4,0|0,0|0,0|0
1534,1|1,1|1,0|0,0|0
20150,1|2,0|0,0|0,0|0
17229,0|1,0|0,0|0,1|1
19445,1|1,0|0,0|0,0|0
15874,1|1,0|0,1|2,0|0
19447,2|3,0|0,0|0,0|0
17254,1|2,0|0,0|0,0|0
17998,0|3,0|0,0|1,0|0
22167,0|1,0|0,1|1,0|0
20803,1|2,0|0,0|0,0|1
16542,0|1,0|0,0|0,0|0
18717,0|2,0|0,0|0,0|0
19421,1|1,0|0,0|0,0|0
16558,0|1,0|0,0|1,0|0
17954,1|4,0|0,0|0,0|0
15906,0|1,0|0,1|1,0|0
15853,2|2,0|0,0|0,0|0
22182,0|3,0|0,0|0,0|0
17245,0|1,0|0,0|0,0|0
16569,1|2,0|0,0|0,0|0
17247,2|3,0|0,0|0,0|0
17228,2|2,0|0,0|0,0|0
22176,1|2,0|0,0|0,0|0
5514,1|2,0|0,0|0,0|0
3075,1|1,0|0,0|0,0|0
5947,0|3,0|0,0|0,0|0
5549,0|1,0|0,0|0,0|0
3761,0|1,0|0,0|0,0|0
2760,1|1,0|0,0|0,0|0
3775,0|1,0|0,0|0,0|0
5518,0|1,0|0,0|0,0|0
5905,0|3,0|0,0|0,0|0
2164,0|0,0|0,0|0,0|1
903,1|1,0|0,0|0,1|1
893,1|1,0|0,0|0,2|2
16549,2|3,0|0,0|0,0|0
19451,1|1,0|0,0|0,0|0
17952,1|2,0|0,0|0,0|0
17222,3|3,0|0,0|0,0|0
22181,1|2,0|0,0|0,0|0
15897,0|0,0|0,0|1,0|1
17211,0|0,0|0,0|0,1|1
21506,0|3,0|0,0|0,0|1
21513,0|2,0|0,0|0,1|2
16541,1|3,0|1,0|0,1|1
17259,0|1,0|0,0|0,0|1
20145,0|2,0|0,0|0,0|1
18004,1|1,0|0,0|0,0|1
20189,0|3,0|0,0|0,0|1
19449,1|2,0|0,0|0,1|1
22171,0|1,0|0,0|0,0|1
21485,0|1,0|0,0|0,0|1
17253,0|0,0|0,0|0,1|1
20816,0|2,0|0,0|0,1|1
22198,0|1,0|0,0|0,0|1
4466,0|0,0|0,0|0,0|1
5159,0|0,0|0,0|0,0|1
3774,1|3,0|0,1|1,0|0
2757,1|3,0|0,0|0,0|0
4082,0|1,0|0,0|0,0|0
5551,0|1,0|0,0|0,0|0
2441,3|4,0|0,0|0,0|0
18720,0|1,0|0,0|0,0|0
20835,3|4,0|0,0|0,0|0
22168,0|1,0|0,1|1,0|0
22178,1|1,0|0,0|0,0|0
15233,1|1,0|0,0|0,0|0
11379,1|1,0|0,0|0,0|0
12974,2|2,0|0,0|0,0|0
13438,2|2,0|0,0|0,0|0
14022,1|1,0|0,0|0,0|0
13466,2|2,0|0,0|0,0|0
11374,2|3,0|0,0|0,0|0
10455,3|4,0|0,3|5,0|0
15236,1|1,0|0,0|0,0|0
495,0|2,0|1,0|0,0|0
10000545,1|1,0|1,0|0,0|0
907,0|0,0|2,0|0,0|0
16556,2|2,0|0,0|0,1|1
16536,0|0,0|0,0|0,0|1
17242,0|1,0|0,0|0,0|1
20166,2|3,0|0,0|0,1|1
18697,1|1,0|0,0|0,1|1
8682,0|2,0|0,0|0,0|0
6281,2|4,0|1,0|0,2|2
7086,0|1,0|0,0|0,0|0
9151,1|1,0|0,0|0,0|0
5516,1|3,0|0,0|0,0|0
4094,0|3,0|0,0|0,0|0
3777,0|2,0|0,0|1,0|0
5510,1|2,0|0,0|0,0|0
4797,1|1,0|0,0|0,0|0
10000809,1|1,0|1,0|0,0|0
17230,1|2,0|1,0|0,0|0
21528,0|1,0|1,0|0,0|0
20825,0|2,0|1,0|0,0|0
19466,0|0,0|1,0|0,0|0
18713,0|0,0|1,0|0,0|0
10000106,0|0,1|1,0|0,0|1
9591,0|1,0|0,0|0,0|1
7100,0|1,0|0,0|0,1|1
9574,0|0,0|0,0|0,1|1
9981,0|0,0|0,0|0,1|1
7877,0|0,0|0,0|0,1|1
9569,0|0,0|0,0|0,1|1
10000429,1|2,1|1,0|0,1|1
1000059,0|1,0|0,0|0,1|1
537,0|0,0|1,0|0,0|1
2462,2|3,0|0,0|0,1|1
19467,0|1,0|0,0|0,0|0
17961,2|2,0|0,0|0,0|0
17227,1|2,0|0,0|0,0|0
20193,0|2,0|0,0|0,0|0
18729,2|2,0|0,0|0,0|0
16551,1|3,0|0,0|0,0|0
16538,1|1,0|0,0|0,0|0
15202,2|3,0|0,0|0,0|0
17989,2|2,0|0,0|0,0|0
17975,1|4,0|0,0|0,0|0
17221,1|1,0|0,0|0,0|0
18007,1|1,0|0,0|0,0|0
20819,1|1,0|0,0|0,0|0
15890,0|1,0|0,0|2,0|0
21480,0|1,0|1,0|0,0|0
17957,0|2,0|0,0|0,0|0
21507,0|2,0|0,0|0,0|0
6317,0|2,0|0,0|0,0|0
7098,0|2,0|0,0|0,0|0
6280,3|6,0|1,0|0,2|2
8274,1|1,0|0,0|0,0|0
20832,2|2,0|0,0|0,0|0
17972,2|2,0|0,0|0,0|0
17240,0|1,0|0,0|0,0|0
20802,0|3,0|0,0|0,0|0
15863,3|3,0|1,2|3,3|4
17969,2|2,0|0,0|0,0|0
20164,0|4,0|0,0|0,1|1
6679,0|1,0|0,0|0,0|0
7085,0|2,0|0,0|0,0|0
9146,1|1,0|0,0|0,0|0
7096,1|1,0|0,0|0,0|0
2148,1|1,0|0,0|0,0|0
10443,2|2,0|0,0|0,0|0
13978,2|2,0|0,0|0,0|0
14012,1|1,0|0,0|0,0|0
11884,0|2,0|0,0|0,0|0
12431,0|1,0|0,0|0,0|1
10442,1|1,0|0,0|0,0|0
5515,0|0,0|1,0|1,0|0
5133,4|4,1|1,0|0,0|0
4084,1|1,1|1,0|0,0|0
7879,0|1,0|0,0|0,0|0
7061,0|1,0|0,0|0,0|0
6711,0|2,0|0,0|0,0|0
9147,0|1,0|0,0|0,0|0
7859,1|1,0|0,0|0,0|0
12413,0|0,0|1,0|0,0|0
13996,0|1,0|1,0|0,0|1
10438,0|0,1|1,0|0,0|0
16533,0|1,0|0,0|0,0|0
15869,3|3,0|1,3|3,1|3
16544,1|1,0|0,0|0,0|0
18712,0|2,0|0,1|1,0|0
4449,0|3,0|0,0|0,0|0
4095,1|2,0|0,0|0,0|0
4098,1|1,0|0,0|0,0|0
5523,0|2,0|0,0|0,0|0
5900,0|2,0|0,0|0,0|0
2765,1|1,1|2,0|2,4|5
3099,1|1,0|0,0|0,0|0
5529,0|1,0|0,0|0,0|0
4777,0|1,0|0,0|0,0|0
4100,0|2,0|0,0|0,0|0
15872,2|2,0|0,1|2,0|0
21508,0|1,0|1,0|0,0|0
22180,0|4,0|1,0|0,0|0
14573,0|0,0|0,0|1,0|0
7858,1|1,0|0,0|0,0|0
6701,0|1,0|1,0|0,0|0
8256,1|2,0|0,0|0,0|0
7890,0|2,0|0,0|0,0|0
7092,0|2,0|1,0|0,0|0
9982,2|2,0|0,0|0,0|0
7444,0|4,0|0,0|0,0|0
8250,0|1,0|0,0|0,0|0
9965,0|1,1|1,0|0,0|0
7467,0|1,0|0,0|0,0|0
9994,0|1,0|1,0|0,0|0
8705,0|0,1|1,0|0,0|0
6311,0|0,1|1,0|0,0|0
2781,1|2,0|0,0|0,0|0
3439,0|3,0|0,0|0,0|0
3773,0|1,0|0,0|0,0|0
5140,0|1,0|0,0|0,0|0
5934,0|2,0|0,0|0,0|0
5161,0|1,0|0,0|0,0|0
5930,0|1,0|0,0|0,0|0
3084,0|1,0|0,0|0,0|0
1840,1|4,0|0,0|0,0|0
1563,2|3,0|1,0|0,0|0
525,0|1,0|0,0|0,0|0
8262,1|1,0|0,0|0,0|0
9143,1|1,0|0,0|0,0|0
6273,0|3,0|1,0|1,1|2
6692,0|1,0|0,0|0,0|0
7450,1|2,0|0,0|0,0|0
6672,0|1,0|0,0|0,0|0
8284,1|1,0|0,0|0,0|0
7480,2|4,0|0,0|0,0|0
9592,0|3,0|0,0|0,0|0
9576,0|2,0|0,0|0,0|0
8716,1|1,0|0,0|0,0|0
18702,1|3,0|0,0|0,0|0
21498,0|1,0|0,0|0,0|0
18706,0|2,0|0,0|0,0|0
17248,0|1,0|1,0|0,0|0
2158,0|0,0|0,0|0,0|1
6685,2|2,0|0,0|0,0|0
6315,0|1,0|0,0|0,0|0
12373,0|2,0|0,0|0,0|0
12953,0|5,0|0,0|0,0|0
12416,0|2,0|0,0|0,0|0
15247,1|2,0|1,0|0,0|0
14016,0|2,0|0,0|0,0|0
13456,1|2,0|0,0|0,0|0
15250,1|3,0|0,0|0,0|0
14601,1|2,0|0,0|0,0|0
13452,0|2,0|0,0|0,0|0
13440,0|1,0|0,0|0,0|0
13987,0|1,0|0,0|0,0|0
3097,0|2,0|0,0|0,0|0
3428,1|2,0|0,0|0,0|0
4811,1|1,0|0,0|0,0|0
5156,1|1,0|0,0|0,0|0
5527,0|2,0|0,0|0,0|0
3073,1|1,0|0,0|0,0|0
10000883,2|2,0|0,0|0,0|0
2470,0|2,0|0,0|0,0|0
1000085,2|2,2|2,0|0,0|0
10000683,0|2,1|1,0|0,0|0
20837,0|1,0|0,0|0,0|0
21517,0|1,0|0,0|0,0|0
15896,1|3,0|0,0|1,0|0
18005,1|2,0|0,0|0,0|0
17979,1|1,0|0,1|1,0|0
21515,0|3,0|0,1|1,0|0
17962,1|2,0|0,0|0,0|0
10000756,0|0,2|2,0|0,0|0
2472,0|0,0|1,0|0,0|0
902,0|1,0|1,0|0,0|0
526,2|3,1|1,0|0,0|0
2156,0|0,1|1,0|0,0|0
5917,1|2,0|0,0|0,0|0
19463,0|1,0|0,0|0,0|0
20174,1|2,0|0,0|0,0|0
17965,1|1,0|0,0|0,0|0
20810,1|1,0|0,0|0,0|0
18002,0|1,0|0,0|0,0|0
20157,0|1,0|0,0|0,1|1
19428,1|2,0|0,0|0,0|0
15858,1|1,0|0,0|0,0|0
16534,0|2,0|0,0|0,0|0
17970,0|1,0|0,0|0,0|0
17996,1|1,0|0,0|0,0|0
17224,0|2,0|0,0|1,0|0
15875,0|1,0|0,1|2,0|0
16565,1|1,0|0,0|0,0|0
18725,0|1,0|0,0|0,0|0
20811,1|3,0|0,0|0,0|0
15884,0|1,0|0,2|2,0|0
16530,1|1,0|0,0|0,0|0
18698,2|2,0|0,0|0,0|0
19440,1|1,0|0,0|0,0|1
17966,1|1,0|0,0|0,0|0
20807,0|3,0|0,0|0,0|0
17217,2|2,0|0,0|0,0|0
18728,1|1,0|0,0|0,0|0
18696,1|1,0|1,0|0,0|0
19434,1|2,0|0,0|0,0|0
19422,2|2,0|0,0|0,1|1
17226,1|1,0|0,0|0,0|0
22161,0|2,0|0,0|0,0|0
22165,0|2,0|0,0|0,0|0
20195,1|1,0|0,0|0,0|0
18726,2|2,0|0,0|0,0|0
16526,1|1,0|0,0|0,0|0
15864,2|3,0|1,3|3,0|5
20176,2|4,0|0,0|0,0|0
21526,0|2,0|0,0|0,0|0
17958,1|1,0|0,0|0,0|0
17214,0|2,0|0,0|0,0|0
19430,3|3,0|0,0|0,0|0
21525,0|1,0|0,0|0,0|0
15903,1|2,0|0,0|0,0|0
22185,1|1,0|0,0|0,0|0
16543,1|1,0|0,0|0,0|0
22199,0|1,0|0,0|0,0|0
17219,1|1,1|1,1|1,0|0
22189,1|2,0|0,0|0,0|1
19424,1|1,0|0,0|0,0|0
20169,2|2,0|0,0|0,0|0
20840,0|1,0|0,0|0,0|0
18734,1|2,0|0,0|0,0|0
20151,0|3,0|0,0|0,0|0
22188,0|1,0|0,0|0,0|0
20817,0|1,0|0,0|0,0|0
17246,1|1,0|0,0|0,0|0
18721,1|1,0|0,0|0,0|0
15883,1|2,0|0,0|2,0|0
18716,1|2,0|0,0|0,0|0
20196,0|1,0|0,0|0,0|0
