key,m,z,b,x
19453,0|1,0|0,0|0,0|0
20143,0|1,0|0,0|0,0|1
15901,0|1,0|0,0|1,0|0
22192,0|2,0|0,0|0,0|0
20182,0|1,0|0,0|0,0|0
20822,1|1,0|0,0|0,0|0
22172,1|1,0|0,0|0,0|0
20178,1|2,0|1,0|0,0|0
22169,0|1,0|0,0|0,0|0
8285,1|1,0|0,0|0,0|0
7461,0|1,0|0,0|0,0|0
8707,0|1,0|0,0|0,0|0
8706,0|1,0|0,0|0,0|0
6313,1|2,0|0,0|0,0|0
6712,0|2,0|0,0|0,0|0
6287,0|2,0|1,0|0,0|0
6721,1|2,0|0,0|0,0|0
14013,1|2,0|0,0|0,0|0
10468,1|1,0|0,0|0,0|0
10477,0|1,0|0,0|0,0|0
12944,1|2,0|0,0|0,0|0
13470,0|1,0|0,0|0,0|0
21516,0|0,0|1,0|0,0|0
17258,0|0,0|1,0|0,0|0
19471,0|1,0|1,0|0,0|0
15248,2|3,0|1,0|0,0|0
13993,0|2,0|0,0|0,0|0
3080,1|1,0|0,0|0,0|1
11386,0|3,0|0,0|0,0|0
12427,0|1,0|0,0|0,0|0
14592,0|1,0|0,0|0,0|0
14609,0|1,0|0,0|0,0|0
16568,0|1,0|0,0|0,0|0
4796,0|4,0|0,0|0,0|0
5945,0|2,0|0,0|0,0|0
5925,1|1,0|0,0|0,0|0
4454,1|1,0|0,1|1,0|0
3769,0|1,0|0,0|0,0|0
5892,1|1,0|0,0|0,0|0
10000775,1|1,0|0,0|0,0|0
529,1|1,0|0,0|0,0|0
3076,2|2,0|0,0|0,0|0
19472,0|0,0|1,0|0,0|0
21495,0|0,0|1,0|0,0|0
18733,0|2,0|1,0|0,0|0
11381,0|2,0|0,0|0,0|0
14003,0|3,0|0,0|0,0|0
13980,0|2,0|0,0|0,0|0
13475,0|1,0|0,0|0,0|0
12997,0|1,0|0,0|0,0|0
11888,0|1,0|0,0|0,0|0
3443,2|3,0|0,0|0,0|0
2768,1|1,0|2,0|1,3|4
3759,0|1,0|0,0|0,0|0
14602,1|2,0|0,0|0,0|0
10472,0|1,0|0,0|0,0|0
13467,0|1,0|0,0|0,0|0
14020,0|1,0|0,0|0,0|0
14581,1|2,0|0,0|0,0|0
13471,0|2,0|0,0|0,0|0
15868,1|2,0|1,3|3,0|3
21486,2|2,0|0,0|0,0|0
7894,0|1,0|0,0|0,0|0
9561,0|1,0|0,0|0,0|0
8684,0|1,0|0,0|0,0|0
7097,0|1,0|0,0|0,0|0
6693,0|1,0|0,0|0,0|0
12387,0|2,0|0,0|0,0|0
12406,1|2,0|0,0|0,0|0
12948,0|1,0|0,0|0,0|0
19433,1|1,0|0,0|0,0|0
15878,0|2,0|0,2|2,0|0
15882,0|1,0|0,1|3,0|0
20167,0|1,0|0,2|2,0|0
20175,0|1,0|0,0|0,0|0
20172,0|3,0|0,0|0,0|0
19452,1|1,0|0,0|0,0|0
18705,2|2,0|0,0|0,0|0
17236,0|1,0|0,0|0,0|0
19435,2|2,0|0,0|0,0|0
15865,1|3,0|1,1|3,2|3
22196,0|2,0|0,0|0,0|0
20156,0|1,0|0,0|0,0|0
21502,0|1,0|0,0|0,0|0
16555,0|1,0|0,0|0,0|0
11854,0|1,0|0,0|0,0|0
12376,0|2,0|0,0|0,0|0
12963,0|1,0|0,0|0,0|0
12987,1|3,0|0,0|0,0|0
13491,0|2,0|0,0|0,0|0
13464,0|1,0|0,0|0,0|0
12428,2|3,0|0,0|0,0|0
11414,0|2,0|0,0|0,0|0
10451,1|3,0|0,2|3,1|1
13484,0|1,0|0,0|0,0|0
12975,0|1,1|1,0|0,0|0
12400,1|1,0|0,0|0,0|1
10450,0|2,0|1,1|3,0|1
10923,0|1,0|0,0|0,0|1
13462,0|0,0|0,0|0,1|1
12964,1|2,0|0,0|0,0|1
13453,0|1,0|0,0|0,0|0
10919,0|1,0|0,0|0,0|0
4102,0|1,0|0,0|0,0|0
3088,0|2,0|0,0|0,0|0
4091,0|2,0|0,0|0,0|0
5142,0|2,0|0,0|0,0|0
5552,0|1,0|0,0|0,0|0
3770,0|1,0|0,0|0,0|0
3430,0|2,0|0,1|1,0|0
12414,0|1,0|0,0|0,0|0
10913,0|2,0|0,0|0,0|0
11366,0|2,0|0,0|0,0|0
10000898,1|1,0|0,0|0,0|0
10000166,2|4,0|1,1|2,1|4
10453,1|3,0|0,1|3,0|0
15244,0|1,0|0,0|0,0|0
15209,1|1,0|0,0|0,0|0
11368,0|1,0|0,0|0,0|0
10459,0|1,0|0,0|0,0|0
12949,0|1,0|0,0|0,0|0
12377,0|1,0|0,0|0,0|0
2467,0|0,0|1,0|0,0|0
913,0|2,0|1,0|0,0|0
20824,1|1,0|1,0|0,0|0
22195,0|0,0|1,0|0,0|0
10000193,1|3,1|2,2|2,2|4
11398,0|1,0|1,1|1,0|0
15207,0|1,0|0,0|0,0|0
11839,0|1,0|0,0|0,0|0
17974,1|1,0|0,0|0,0|0
19425,2|2,0|0,0|0,1|1
16559,0|1,0|0,1|1,0|0
4447,2|2,0|0,0|0,0|0
5938,0|2,0|0,0|0,0|0
4459,0|1,0|0,0|0,0|0
13991,0|2,0|0,0|0,0|0
11372,0|1,0|0,0|0,0|0
12981,0|1,0|0,0|0,0|0
12966,0|1,0|0,0|0,0|0
11392,1|2,0|0,0|0,0|0
12943,0|3,0|0,0|0,0|0
15210,1|2,0|0,0|0,0|0
13995,0|1,0|0,0|0,0|0
5154,2|2,0|0,0|0,1|1
21521,2|2,0|0,0|0,0|0
18707,1|1,0|0,0|0,0|0
10445,0|1,0|0,0|1,0|0
13981,1|2,0|0,0|0,0|0
8710,0|0,0|1,0|0,0|0
9563,0|0,0|1,0|0,0|0
10921,0|2,0|0,0|0,0|0
11370,0|1,0|0,0|0,0|0
14611,0|1,1|1,0|0,0|0
10448,3|4,0|0,1|3,2|2
5149,1|1,0|0,0|0,0|0
4087,0|2,0|0,0|0,0|0
5901,0|1,0|0,0|0,0|0
5524,0|2,0|0,0|0,0|0
3772,0|2,0|0,0|0,0|0
7887,0|0,0|0,1|1,0|0
7469,0|0,0|0,1|1,0|0
6671,2|3,0|0,1|1,0|0
4108,2|2,0|0,0|0,0|0
16552,0|1,0|0,0|0,0|0
20188,0|2,0|0,0|0,0|0
10000624,1|1,0|0,0|0,0|0
12945,0|0,0|0,0|0,0|1
10932,0|0,0|0,0|0,1|1
12989,0|0,0|1,0|0,0|1
14010,0|0,0|0,0|0,0|1
12959,1|1,0|0,0|0,1|1
14015,0|0,0|0,0|0,0|1
1227,1|1,0|0,0|0,0|0
10000367,2|2,1|1,0|0,0|1
2160,0|1,0|0,0|0,0|0
1239,0|1,0|0,0|0,0|0
10000853,1|1,0|0,0|0,0|0
527,0|1,0|0,0|0,0|0
2451,0|1,0|0,1|1,0|0
18746,1|1,0|0,0|0,0|0
18739,0|2,0|0,0|0,0|0
20144,0|1,0|0,0|0,0|0
8718,0|1,0|0,0|0,0|0
7447,0|1,0|0,0|0,0|0
6668,1|1,0|0,0|0,0|0
8689,0|1,0|0,0|0,0|0
7102,0|1,0|0,0|0,0|0
7471,0|1,0|0,0|0,0|0
6302,1|1,0|0,0|0,0|0
8263,1|1,0|0,0|0,0|0
6657,0|1,0|0,0|0,0|0
15239,1|1,0|0,0|0,0|0
11843,1|1,0|0,0|0,0|0
12969,1|1,0|0,0|0,0|0
12973,0|1,0|0,0|0,0|0
10918,0|1,0|0,0|0,0|0
10950,0|1,0|0,0|0,0|0
14570,0|1,0|0,0|0,0|0
11390,1|1,1|1,0|0,0|0
14597,0|1,0|0,0|0,0|0
12382,0|1,0|0,0|0,0|0
11387,0|2,0|0,0|0,0|0
14613,1|1,0|0,0|0,0|0
10920,0|1,0|0,0|0,0|0
12378,0|1,0|0,0|0,0|0
14591,0|2,0|0,0|0,0|0
12972,0|1,0|0,0|0,0|0
14575,1|2,0|0,0|0,0|0
11887,0|2,0|0,0|0,0|0
9133,1|1,1|1,0|0,0|0
5517,0|1,0|0,0|0,0|0
5165,0|1,0|0,0|0,0|0
5146,0|1,0|0,0|0,0|0
5948,0|1,0|0,1|1,0|0
4793,1|1,0|0,0|0,0|0
10000828,1|1,0|0,0|0,0|0
10000631,3|3,0|0,0|0,0|0
8711,1|1,0|0,0|0,0|0
8275,0|1,0|0,0|0,0|0
6707,0|1,0|0,0|0,0|0
8715,1|2,0|0,0|0,0|0
8270,0|1,0|0,0|0,0|0
9979,0|2,0|0,0|0,0|0
9984,0|1,0|0,0|0,0|0
6303,0|1,0|0,0|0,0|0
6269,2|4,1|1,0|0,1|2
9139,0|1,0|0,0|0,0|0
8265,1|1,0|0,0|0,0|0
8713,0|1,0|0,0|0,0|0
8679,1|1,0|0,0|0,0|0
2142,0|1,0|0,0|0,0|0
1858,1|1,0|0,0|0,0|0
2163,0|1,0|0,0|0,0|0
2761,1|1,0|0,0|0,0|0
5547,0|1,0|0,0|0,0|0
20820,0|1,0|0,0|0,0|1
20153,0|1,0|0,0|0,0|0
10458,1|1,0|0,0|0,0|0
13002,1|2,0|0,0|0,0|0
14001,0|2,0|0,0|0,0|0
7866,0|1,0|0,0|0,0|0
6659,1|1,0|0,0|0,0|0
9976,0|1,0|0,0|0,0|0
8719,0|1,0|0,0|0,0|0
9578,0|1,0|0,0|0,0|0
6683,1|1,0|0,0|0,0|0
6715,1|1,0|0,0|0,0|0
9136,1|1,0|0,0|0,0|0
9556,1|2,0|0,0|0,0|0
1856,1|1,0|0,1|1,0|0
883,1|1,0|0,0|0,0|0
8244,1|2,0|0,0|0,0|0
6694,0|1,0|0,0|0,0|0
8687,1|1,0|0,0|0,0|0
7448,1|1,0|0,0|0,0|0
5928,1|2,0|0,0|0,0|0
2773,2|3,2|2,0|1,3|4
5504,1|1,0|0,0|0,0|0
9997,0|1,0|0,0|0,0|0
13986,1|1,0|0,0|0,0|0
11857,2|2,0|0,0|0,0|0
14593,0|1,0|0,0|0,0|0
14608,1|1,0|0,0|0,0|0
15204,1|1,0|0,0|0,0|0
12995,1|1,0|0,0|0,0|0
10473,1|1,0|0,0|0,0|0
11860,0|1,0|0,0|0,0|0
12990,1|1,0|0,0|0,0|0
14610,0|0,1|1,0|0,0|0
12980,0|1,0|0,0|0,0|0
13487,0|1,0|0,0|0,0|0
14607,0|1,0|0,0|0,0|0
11882,0|1,0|0,0|0,0|0
12947,0|1,0|0,0|0,0|0
14565,0|1,0|0,0|0,0|0
14595,0|1,0|0,0|0,0|0
10948,1|1,0|0,0|0,0|0
15232,0|0,1|1,0|1,0|0
12955,1|1,0|0,0|0,0|0
14615,1|1,0|0,0|0,0|0
14603,1|2,0|0,0|0,0|0
10936,0|0,0|0,1|1,0|0
10951,0|0,0|0,0|1,0|0
20161,0|1,0|0,0|1,0|0
22200,0|1,0|0,0|0,0|0
16529,1|2,0|0,0|0,0|0
3768,1|1,0|0,0|0,0|0
11850,1|1,0|0,0|0,0|0
15227,1|1,0|0,0|0,0|0
17220,2|2,0|0,0|0,0|0
17983,1|1,0|0,0|0,0|0
5899,0|0,0|0,1|1,0|0
5923,0|0,0|0,1|1,0|0
3420,0|0,0|0,0|1,0|0
2787,0|0,0|0,1|1,0|0
18747,0|0,0|0,0|1,0|0
21494,0|1,0|0,1|1,0|0
20833,0|0,0|0,0|1,0|0
2152,0|0,0|0,1|1,0|0
17982,1|1,0|0,0|0,0|0
20827,1|1,0|0,0|0,0|0
18744,2|2,0|0,0|0,0|0
6675,0|1,0|0,0|0,0|0
10000,2|2,0|0,0|0,0|0
8703,1|1,0|0,0|0,0|0
9160,1|1,0|0,0|0,0|0
9570,0|1,0|0,0|0,0|0
7489,1|1,0|0,0|0,0|0
7099,0|1,0|0,0|0,0|0
7886,0|1,0|0,0|0,0|0
7462,1|1,0|0,0|0,0|0
7051,1|1,0|0,0|0,0|0
7482,1|1,0|0,0|0,0|0
7454,0|1,0|0,0|0,0|0
6677,1|1,0|0,0|0,0|0
19442,1|1,0|0,0|0,0|0
20836,0|1,0|0,0|0,0|0
17997,0|1,0|0,0|0,0|0
6695,1|1,0|0,0|0,0|0
6298,1|1,0|0,0|0,0|0
15891,0|0,0|0,0|2,1|1
16554,0|0,0|0,0|0,0|1
19438,0|0,0|0,0|0,0|1
19450,0|0,0|0,0|0,0|1
19470,0|0,0|0,0|1,0|0
1000070,1|3,0|0,0|0,1|5
1000074,1|2,0|0,0|0,1|4
1000088,1|2,0|0,0|0,1|4
10000109,2|2,0|0,0|0,2|5
10000113,1|2,0|0,0|0,2|4
10000116,0|2,0|0,0|0,0|4
10000117,1|3,0|0,0|0,0|4
10000118,2|2,0|0,0|0,2|4
10000119,1|2,0|0,0|0,2|4
10000120,0|2,0|1,0|0,0|2
15866,0|2,0|1,0|3,3|3
15870,0|1,0|1,1|3,2|3
6276,2|3,0|1,0|0,2|4
6277,3|3,1|1,0|0,2|2
6278,3|3,1|1,0|0,0|2
6279,3|3,0|1,0|0,0|2
21482,1|1,0|0,0|0,0|0
18718,1|1,0|0,0|0,0|0
18704,1|1,0|0,0|0,0|0
10000308,0|0,1|1,0|0,0|1
10000343,0|0,1|1,0|0,0|1
6285,0|0,1|1,0|0,0|0
6286,0|0,0|1,0|0,0|0
6288,0|0,1|1,0|0,0|0
6289,0|0,1|1,0|0,0|0
6291,0|0,0|1,0|0,0|0
6293,0|0,1|1,0|0,0|0
15877,1|1,0|0,1|2,0|0
15886,0|0,0|0,1|2,0|0
15895,0|0,0|0,0|2,0|0
6268,1|3,0|1,0|0,1|2
6271,2|2,1|1,0|0,1|2
6272,1|2,1|1,0|0,2|2
1000014,1|2,0|0,0|0,0|0
100001044,0|1,0|0,0|0,0|0
1000020,1|1,0|0,0|0,0|0
10000835,2|2,0|0,0|0,0|0
10000340,1|1,0|0,0|0,0|0
10000974,1|1,0|0,0|0,0|0
10000365,0|1,0|1,0|0,0|0
10000511,1|1,0|0,0|0,0|1
10000516,0|1,0|0,0|0,0|0
10000468,2|2,0|0,0|0,0|0
11403,0|1,0|0,0|0,0|0
17973,1|1,0|0,0|0,0|0
10000654,1|1,0|0,0|0,0|0
10000743,1|1,1|1,0|0,1|1
10000315,1|1,0|0,0|0,0|0
10000384,0|1,0|0,0|0,0|0
10000902,1|1,0|0,0|0,0|0
10000283,1|1,0|0,0|0,0|0
10000728,1|1,0|0,0|0,1|1
10000903,1|1,0|0,0|0,0|0
10000948,1|1,0|0,0|0,1|1
13447,1|1,0|0,0|0,0|0
12979,0|1,0|0,0|0,0|0
13446,0|1,0|0,0|0,0|0
10000519,1|1,0|0,0|0,0|0
10000977,1|1,0|0,0|0,0|0
100001024,1|1,0|0,0|0,0|0
10000742,0|1,0|0,0|0,0|0
10000937,0|1,0|0,0|0,0|0
10000771,1|1,0|0,0|0,0|0
10000517,1|1,0|0,0|0,1|1
10000198,1|1,0|0,0|0,0|0
10000797,1|2,0|0,0|0,0|0
10000322,0|1,0|0,0|0,0|0
10000825,0|1,0|0,0|0,0|0
10000480,0|1,0|0,0|0,1|1
10000832,0|1,0|0,0|0,0|0
10000823,1|1,0|0,0|0,0|0
10000634,2|2,1|1,0|0,0|0
10000277,1|1,0|0,0|0,0|0
5926,0|1,0|0,0|0,0|0
3085,1|1,0|0,0|0,0|0
3758,1|1,0|0,0|0,0|0
10000271,1|1,0|0,0|0,0|0
1000048,1|1,1|2,0|0,0|0
10000289,1|1,0|0,0|0,1|1
10000930,1|1,0|0,0|0,0|0
10000635,1|1,0|0,0|0,0|0
10000843,1|1,0|0,0|0,0|0
10000434,1|1,0|0,0|0,0|0
10000975,1|1,0|0,0|0,0|0
9589,1|1,0|0,0|0,0|0
7104,0|1,0|0,0|0,0|0
14004,0|1,0|0,0|0,0|0
10000270,0|0,0|0,0|0,0|1
1000050,0|0,0|0,0|0,0|1
1000058,0|0,0|0,0|0,0|1
10000518,0|0,0|0,0|0,0|1
10000134,0|0,0|0,0|0,2|2
10000656,0|0,0|0,0|0,1|2
100001022,0|0,0|0,0|0,1|2
10000594,0|0,0|0,0|0,0|1
10000973,0|0,0|0,0|0,1|1
10000243,0|0,0|0,0|0,1|1
10000509,0|0,0|0,0|0,1|1
10000657,0|0,0|0,0|0,1|1
10000682,0|0,0|0,0|0,1|1
10000734,0|0,0|0,0|0,1|1
10000760,0|0,0|0,0|0,0|1
10000487,0|0,0|0,0|0,0|1
10000947,0|0,0|0,0|0,1|1
10000707,0|0,0|0,0|0,0|1
10000562,0|0,0|1,0|0,0|0
10000266,0|0,0|1,0|0,0|0
10000423,0|0,1|1,0|0,0|0
10000629,0|0,0|1,0|0,0|0
10000220,0|0,0|1,0|0,0|0
