artist,title,key,song_url,year
Grover Washington Jr.,Just The Two Of Us,9575,3517e537a63108a6bfe9e39538deb0bcf1112fbf,1981
Neil Diamond,Love On The Rocks,9576,4a9387d3b5a438c86b7ca3f4895d43b72d1862cc,1980
Smokey Robinson,Being With You,9577,c3b90f72ac7a3abd338853079958aaba81e7de22,1981
George Harrison,All Those Years Ago,9578,e42b4eda28063a7940156e1fadee59d6f53690e5,1981
Juice Newton,Queen Of Hearts,9579,ecf2e9972473bfb548f88d61cea0201575fd2d8f,1981
Joey Scarbury,Theme From Greatest American Hero,9580,e30ee1a3e40b90edcb8f4b6a13639b78d5182633,1981
Stevie Nicks,Stop Draggin' My Heart Around,9581,72c884ed738fa7e3afdbb23bd003f8db623c958d,1981
"Earth, Wind and Fire",Let's Groove,9582,23c9b9b6980c1af1616ac8dbbacfd9354bf97062,1981
Styx,The Best Of Times,9583,2454bf11addbcea14d0a98c9dcf1182818e6564b,1981
"Taste Of Honey, A",Sukiyaki,9584,b26f60f117174c65ec137f8abf31e2a5dee3686f,1981
Kenny Rogers,I Don't Need You,9585,f2df20aab3c7797cac9c362494871290cb342918,1981
Barbra Streisand,Guilty,9586,713c569e2ceb12a66ccc716d74afc4008eed8354,1981
"Police, The",Every Little Thing She Does Is Magic,9587,3f8c55c8d3da8b2763ed999bf83b9bf64846a075,1981
Foreigner,Urgent,9588,35d5fe17e9ee87d635c788956ddb6eeada1a5103,1981
Juice Newton,Angel Of The Morning,9589,0d4f771cc0d99abe574de281dbcdaae0563f0545,1981
Sheena Easton,For Your Eyes Only,9590,3b290ba761cad6678c50bbdc44275829c2b8e1aa,1981
Commodores,Oh No,9591,aa66e8a8a1abfc6e9e6be076ec38cc49b41c2e6c,1981
Journey,Who's Crying Now,9592,7d2bbc569dbb2e0ec0f4031ab20013c161f884bf,1981
Ray Parker Jr.,A Woman Needs Love ,9593,3c14136bb3bf1af8e92df3257fc6d3c3a6cc28a0,1981
Kenny Rogers,Lady,9963,85dda3647b06aa92fda7df01e44450e3cc690ea0,1980
Blondie,Call Me,9964,ed5a443bc86176135ebca8a114f66f4d814d4c90,1980
John Lennon,Just Like Starting Over,9965,f0bdc6fc741338927e6858b52aeb485e082de7e5,1980
Diana Ross,Upside Down,9966,f2ddd1bb3b772b2af88464d300c7bcb6038ac4e2,1980
Pink Floyd,Another Brick In The Wall ,9967,be9ea60b5f7027fcb720cd16f16e2e343494933f,1980
Queen,Crazy Little Thing Called Love,9968,59a84c2b3be4d004a0c914fd2b3e617a43d7891c,1980
Michael Jackson,Rock With You,9969,6d950aa4c01473bee46de9c601f7c9c06d7576b3,1980
Olivia Newton-John,Magic,9970,5352e0da9c895acaf489f549929b097068c90d4f,1980
"Lipps, Inc.",Funky Town,9971,7378227189ebb06cc3bf9fdc99bfc6490843de9d,1980
Queen,Another One Bites The Dust,9972,c105fe344eed632ebb72a1a0ed8efcfb5a47c6ff,1980
Barbra Streisand,Woman In Love,9973,f7d485371acb726123804d848223db541078f07c,1980
Paul McCartney,Coming Up ,9974,80c964658efbb5cd92c8849f7f155e9021ec3dd2,1980
Billy Joel,It's Still Rock And Roll To Me,9975,b1b2c1187be4deac0d38c71ece4a466501a321b4,1980
Captain and Tennille,Do That To Me One More Time,9976,0d6d5e76f2a6920fe2a60015f869e6834862ef0d,1980
K.C and the Sunshine Band,Please Don't Go,9977,a0a3954aa47a047d6df255e588dcc914bf34266e,1979
Christopher Cross,Sailing,9978,fe5e276cb5a370e3424aecd1d33b1418e8d596ed,1980
Leo Sayer,More Than I Can Say,9979,13efb8eecc031776860b39dec94bde8267f9428e,1980
Air Supply,All Out Of Love,9980,379419ff60276fb2010f0e8ad5e3073eda14c534,1980
Christopher Cross,Ride Like The Wind,9981,f4e0f304f07c7ec2c5f99f4316970c83b8633f9c,1980
Spinners,Working My Way Back To You,9982,8bb5362ad07a4fc58df97ac6a6e38229863ad79b,1980
Teri DeSario,"Yes, I'm Ready",9983,6b2a8b7b3047076bcacb756b479d2ef4138256ba,1980
Dan Fogelberg,Longer,9984,f0ba96ce61a7a09b2ae8a24948e39e02e8a24bc3,1980
Elton John,Little Jeannie,9985,c619126e57ec3349f4ccc996897251d75c1d54ee,1980
Kenny Rogers,Coward Of The County,9986,7b6eac986548084e4f2543462e0e73216e993512,1980
Air Supply,Lost In Love,9987,ac00e5642a8bcc9c098641cbd1eb4243733b17ea,1980
Bette Midler,The Rose,9988,e39fb19ab041a7b8768e578af6161827a700951b,1980
Ambrosia,Biggest Part Of Me,9989,1ab9395522d9f7b17e0be6a905238a829398c022,1980
Donna Summer,The Wanderer,9990,f6832ca118924563cda3016c902bbfdd0f574076,1980
Pointer Sisters,He's So Shy,9991,b88e41665af5cdf0f2768c6bfb4d8a887dbba0cf,1980
"Rolling Stones, The",Emotional Rescue,9992,0338d2f14585e10c62b73845489f527c7dd57d5a,1980
"S.O.S. Band, The",Take Your Time ,9993,ee8b556b5145bacb81d9916073e1068cc361a232,1980
Andy Gibb,Desire,9994,85351c0d4b2d54d4fecca5ed611348e7ba58170c,1980
Smokey Robinson,Cruisin',9995,4d3f567cf7e827d1e114b3a8468694e638588e27,1980
Billy Preston,With You I'm Born Again,9996,d666ed2320ffe57f18a0d5d248f033fd58623c69,1980
Spinners,Cupid,9997,72937b3cf1387c0af2fd7ac44009b566f16528b0,1980
Kenny Rogers,Don't Fall In Love With A Dreamer,9998,e4a90b17fabc924dab2e790987b7f077bd7aac58,1980
George Benson,Give Me The Night,9999,af83d387b857bb5b05ea0f8cdacb64e21b61fc07,1980
Irene Cara,Fame,10000,cb2cdce9328bbc36c095b153eee78bf096a10ecf,1980
Paul McCartney,Coming Up,10433,80c964658efbb5cd92c8849f7f155e9021ec3dd2,1980
"Knack, The",My Sharona,10437,4af53791e6095ca0a3c406f1d21c444ed3d7a781,1979
Donna Summer,Bad Girls,10438,ef6d9f97b8ccfb7856c8d600edad891232a895f7,1979
Rod Stewart,Do Ya Think I'm Sexy?,10439,28f593ae4523bc10365f14128ccebcefe2242dd8,1979
Peaches and Herb,Reunited,10440,6a481227632c4d32dd86921f95ffdec64468307d,1979
Donna Summer,Hot Stuff,10441,42ab6077b339914da727e48b0f107ac91e9791ff,1979
Gloria Gaynor,I Will Survive,10442,0f5744013a9c7464474a7c634a7880306ad1297d,1979
Rupert Holmes,Escape ,10443,0b2cf942a881c019015b40067366aefa0f39f8d4,1979
Anita Ward,Ring My Bell,10444,30324347ff9ebf389381b21c1be075b029b761df,1979
Styx,Babe,10445,d426853edfe11791e44e278bb222ea6cb70a0f0d,1979
Bee Gees,Too Much Heaven,10446,abeeca6f3bddde5caacd8ae6f364cfafd31d761b,1978
Herb Alpert,Rise,10447,fc0e684aa38c084145e84ec764eb695be9fb415b,1979
Bee Gees,Tragedy,10448,8a5c5084b33901f2083bb272dd9ed6c5d3e69764,1979
Barbra Streisand,No More Tears ,10449,6872909f477e8326e05f869fa43985b7ecac984b,1979
Commodores,Still,10450,289990b90921177c7839e526d6104fdc3ae28a1e,1979
M,Pop Muzik,10451,e5e4c3b5beab3a97d7592d9f9d6bfd4c6001dadb,1979
Robert John,Sad Eyes,10452,0c99112ec9fc3960232439de600393762dfdb696,1979
"Doobie Brothers, The",What A Fool Believes,10453,5063854f9410c0747b6ffd2d85ac9f15f849d879,1979
Chic,Good Times,10454,6951d89044ecf41a300c3f9e64b4b9e722c2eb72,1979
Eagles,Heartache Tonight,10455,a7aad2c707f19afcc8f408d834008cce0fab21e5,1979
Blondie,Heart Of Glass,10456,7ab07b0f7d8da154fead0fd21788909b588974d3,1979
Amii Stewart,Knock On Wood,10457,f9219378c229165e80262ba07c9f8cc1b54a9dc6,1979
Michael Jackson,Don't Stop Til You Get Enough,10458,bcbf2c53e033e4df303f4a9c90c4eada0a70216f,1979
Bee Gees,Love You Inside Out,10459,4db5e61cad98120dadf92222e761e184d2b7934b,1979
Village People,Y.M.C.A.,10460,7c93511a2b7fee96e4e2a823e78d6b5b07aa07a9,1979
Donna Summer,Dim All The Lights,10461,8526d0ee49bdf7a4d8317ae8b637717e12df25be,1979
"Earth, Wind and Fire",After The Love Has Gone,10462,7aec3abdc536bbd95eaa506673d55637708e7215,1979
Pointer Sisters,Fire,10463,cdbe6fda5c1303e8ebb36eb640c39559334b6ddc,1979
Sister Sledge,We Are Family,10464,900f98b266d0b12a5c7cbd3b783f0553450a2767,1979
Billy Joel,My Life,10466,40de263c652b2d426d936222f732cd1fa7ec2caa,1978
Olivia Newton-John,A Little More Love,10467,457a61311ee36d753abba79359281b82aa02eba0,1979
Charlie Daniels Band,The Devil Went Down To Georgia,10468,1b27e97c4003928162d8be2bacd72632056d95d1,1979
Village People,In The Navy,10469,9e06cb11ffca46c73e5a2cd8fc51701a923a2e3f,1979
Frank Mills,Music Box Dancer,10470,29fe85432c0a9cc1cd0cd6035a57692b9e46a1c6,1979
Stevie Wonder,Send One Your Love,10471,474ee4d6b52157472c4d616f0755f3e1967dc17e,1979
Donna Summer,Heaven Knows,10472,8a097145793f7f96d308a4e3b9eb29a10293238e,1979
Suzi Quatro,Stumblin' In,10473,d25bf1fa648a59dfc411d1f63def9bb17534e24e,1979
Commodores,Sail On,10474,45e251a70e981c41eabc45bd6a8e9ff42b498ad3,1979
Dire Straits,Sultans Of Swing,10475,0962612634f84dce169a490fdab2cb96b0ff565b,1979
Randy Vanwarmer,Just When I Needed You Most,10476,f36c9bc9906d518f66601b1ab453da6d4d830564,1979
Rickie Lee Jones,Chuck E.'s In Love,10477,938e6dc4de9503efdca9f0e1c6f9af6eccde5a60,1979
Electric Light Orchestra,Don't Bring Me Down,10478,d1beb65ba6e228a6468118bb05f7c9d05611878e,1979
Bee Gees,Night Fever,10913,c06ca005ae545f17d842cb1022f55d31c6c05c0e,1978
Andy Gibb,Shadow Dancing,10914,fa5803cd90fd1fb75323590c0a699f21d43951d4,1978
Chic,Le Freak,10915,dd15751687be46ba774b2ed340c956dbe06e00aa,1978
Bee Gees,Stayin' Alive,10916,3d1632a9d561aa44fd5d66eb766e002cb2acf6d0,1978
Exile,Kiss You All Over,10917,342dc0d1320304e76075e95c931af6cdef1792c0,1978
"Taste Of Honey, A",Boogie Oogie Oogie,10918,d0986e4760796289476afa4e4c72ec1e1ee199a3,1978
Player,Baby Come Back,10919,673973b2c64ca13898e2a64054d3e9062742b6cc,1978
Donna Summer,MacArthur Park,10920,013ccd62952e7ef1ffb1117cbdf2179df3501b91,1978
Andy Gibb,Love Is Thicker Than Water,10921,9e2a7d3ff7218384c31a35c2d2af04802b95201a,1978
Commodores,Three Times A Lady,10922,b5bdd49c5813a16f2fec1080a0dedd1fa50435cc,1978
Barbra and Neil,You Don't Bring Me Flowers,10923,8bb8b0ba1944c1eae27b598079040197a2bd9412,1978
Frankie Valli,Grease,10924,6438510c7b7a752f3417d9f33a47d93b8633a0bb,1978
Wings,With A Little Luck,10925,54d0280a0f0284c3d235194e5336d06aaa95cff8,1978
Yvonne Elliman,If I Can't Have You,10926,c6d34daade3c6f31056b74dd23eecb7e0c0b5b59,1978
Nick Gilder,Hot Child In The City,10927,511925b57277cf8bf2d7ef16cb37cd0b18880e4f,1978
John Travolta and Olivia Newton-John,You're The One That I Want,10928,ff6d302391a8c37f364dc2fb5165204244044d45,1978
"Rolling Stones, The",Miss You,10929,24d78633a528e09723b948bf787fa476666bf45c,1978
Anne Murray,You Needed Me,10930,33ce90396412fdeaa11a7f2b425aa96c4d628807,1978
Johnny Mathis,"Too Much, Too Little, Too Late",10931,38c82ee4f00a919fc76fdd0b81c9eba2a456f6d8,1978
Gerry Rafferty,Baker Street,10932,44a14bd01aee71770b24d91f871a00ccc23568d5,1978
Randy Newman,Short People,10933,3cbdde99333f85973830e3c36c82e2718112cb14,1978
Roberta Flack,The Closer I Get To You,10934,5c02136b41f5417d43a20a1c6df165798e62ab62,1978
Foreigner,Double Vision,10935,10bd5bd607b733db4b6a40a22c4f25757a95b3ff,1978
Eric Clapton,Lay Down Sally,10936,a48b1b580d3cd49645f8e9912d50eb01ac55cc4e,1978
Barry Manilow,Can't Smile Without You,10937,8d125a30ed64730a0130e6cb730a7164d938b7c9,1978
Ambrosia,How Much I Feel,10938,880e13349a40a5fb3e49688cd91c3879c6f56ee6,1978
Samantha Sang,Emotion,10939,6b3d3478b7565e434757b90ed38c358b37b5747f,1978
Billy Joel,Just The Way You Are,10940,ef6c2caa85012dbc077651c06256c4b2b5940088,1978
Dan Hill,Sometimes When We Touch,10941,f62b7536bf4e487fd2b1efceab0113b5fbe7ef06,1978
Olivia Newton-John,Hopelessly Devoted To You,10942,42e482337155ee992b7b04af3e6e2dcc6ff10def,1978
ABBA,Take A Chance On Me,10943,52340e2801d0d8e3826b9050666dc1d4bfb28208,1978
Foreigner,Hot Blooded,10944,926f4659181d764b82443586578a924e457b7e1a,1978
Donna Summer,Last Dance,10945,88e37d0a1479a5b8535ad1f7c10b399a3e5ece99,1978
Little River Band,Reminiscing,10946,cdc49ef3c70eb5e38ee75c35eba12b70da8484e9,1978
Bonnie Tyler,It's A Heartache,10947,f576c72c5191fc9ee4d21a6a3afd075a5700aaf0,1978
Dolly Parton,Here You Come Again,10948,04385790f9a2a10a6f4fdcf52a2cb0d18ee1a6ba,1978
Queen,We Are The Champions,10949,6a8fbda81a219fc7f49fc4a4ecc1d027934b66e5,1978
Rod Stewart,You're In My Heart ,10950,3fbfe771e7b01fc3cba938b1535f2a32a78d7254,1978
Gino Vannelli,I Just Wanna Stop,10951,b34e617a6e3636d838d5a0877ae1076ba35efe22,1978
"O'Jays, The",Use Ta Be My Girl,10952,0bc932c92362ed7763ae39c14b8a8e2b8fc7d37c,1978
Boston,Don't Look Back,10953,3b935023c1b1f174f1f63505831701cbb8519b3f,1978
Chuck Mangione,Feels So Good,10955,9d48268f8b17c2561537318dcbc1ca65cc63c71b,1978
Debby Boone,You Light Up My Life,11366,e0f00687c63eeceeb829ab03a71cd12b4220b101,1977
"Emotions, The",Best Of My Love,11367,e20c1aaa3a9cd0654d3315b31cf9d7079f244d63,1977
Andy Gibb,I Just Want To Be Your Everything,11368,ed32b84de87760707cd3f395284274b0536d34a5,1977
Bee Gees,How Deep Is Your Love,11369,e796afaa8ec1ec36844e45c87551c8a58def96db,1977
Barbra Streisand,Love Theme From A Star Is Born ,11370,5ec8010621349da938c31e2b808b8904bfc0ea39,1977
Stevie Wonder,Sir Duke,11371,3cd05310839babf3dad6e0d96a670c6bac23b636,1977
Mary MacGregor,Torn Between Two Lovers,11372,6425d26c3bdf3bbcf57730cb4dd10763c88f0892,1977
Daryl Hall and John Oates,Rich Girl,11373,f44fb0e7334daef3df4faacf3b1e18d02b509165,1977
Meco,Star Wars Theme,11374,d363d7ee5944a9bb416bef185fdebaf040e2f511,1977
Marvin Gaye,Got To Give It Up ,11375,085b436bfeed753bee49ff770512453d7b957fdb,1977
Rose Royce,Car Wash,11376,1923bceaa136b7cac255a419ac777fa8d454bdf4,1977
Marilyn McCoo and Billy Davis Jr.,You Don't Have To Be A Star ,11377,3af95608093f9b9b93ed25a82a494a6e838bbce7,1976
Thelma Houston,Don't Leave Me This Way,11378,f6deb26a8db7e9ba1f566590552572c875c1d632,1977
Leo Sayer,You Make Me Feel Like Dancing,11379,e24fdedf04c5cd6ac9a9acedc6248d6ceb8fb701,1976
ABBA,Dancing Queen,11380,538979bb920f417d2fda44a2b5bd82422e56d633,1977
Glen Campbell,Southern Nights,11381,b7d974e3d6c83a33863f4331f182636ad19cf5ec,1977
Manfred Mann's Earth Band,Blinded By The Light,11382,d9238c41d7d85fd8192ed5b116187eec7924bfde,1977
Eagles,Hotel California,11383,50e82c99c20ffa4223e82250605bbd8500cb3928,1977
Stevie Wonder,I Wish,11384,da9486df9dcb6efb9dae4142ea5824f6dd7119c3,1977
Bill Conti,Gonna Fly Now ,11385,6541320a6f29ddc7388645699b1cd094d76d3a08,1977
Alan O'Day,Undercover Angel,11386,456ee40b7d28c4b4998b047ca3637c46273f77b9,1977
Leo Sayer,When I Need You,11387,e96f8bb0f961e4ea26578ad2d09df3e18c30326f,1977
David Soul,Don't Give Up On Us,11388,23f02fb53a8bb3f48968eaec7ddab949978f1bb0,1977
Fleetwood Mac,Dreams,11389,10b5068313e5ee282e3fd335e87349c2580a2011,1977
Eagles,New Kid In Town,11390,6865d7e96e4d20c8e29880ced3e0a2c243545ac5,1977
Shaun Cassidy,Da Doo Ron Ron,11391,73815db7d5d3a25002eaf2291622131a3fc44c7a,1977
K.C and the Sunshine Band,I'm Your Boogie Man,11392,6dceb1abf2fc5a2673738dbc41c9b0cd43612982,1977
Barry Manilow,Looks Like We Made It,11393,beaa0e4f08de2f8192e7c1f55bd1c480385a43c3,1977
Crystal Gayle,Don't It Make My Brown Eyes Blue,11394,990cc387b978c7ac2933f921829c28d1146f619b,1977
Carly Simon,Nobody Does It Better,11395,e42387d91079c3b129edc3f2a9d27d92e6be3b25,1977
K.C and the Sunshine Band,Keep It Comin' Love,11396,0b135984d124072faa31f630ab51baf9a3c0ebdc,1977
Peter Frampton,I'm In You,11397,dd334023243ba79df0f8bffa5b40c9ac742cc616,1977
Heatwave,Boogie Nights,11398,2675fa781631556b653a2222321bff3a1168acc8,1977
Steve Miller Band,Fly Like An Eagle,11399,0a0aaa04927f07e07deee52f9cf8d3863e0ce4ef,1977
"Floaters, The",Float On,11400,a72f4b311f9c27083c419679bd5c118939e51cac,1977
Rita Coolidge,Your Love Has Lifted Me Higher And Higher,11401,8de5912d3cf3f3f90bcbd884201ca17903c74d5f,1977
Linda Ronstadt,Blue Bayou,11402,39e75b889270d3606818260816b95456dcd938bc,1977
Brick,Dazz,11403,57e8d24ec62559af7c6d3c805bcd7547ffd2336c,1977
Shaun Cassidy,That's Rock 'N' Roll,11404,1b4b5e594afe7f0be2fddc6d069f92f07a7dff93,1977
Fleetwood Mac,Don't Stop,11405,8dd11797f37b2c7740abebaeb24dd93b46b07888,1977
Climax Blues Band,Couldn't Get It Right,11407,88138b17b33de69958befa9b351401ea8057ce30,1977
L.T.D.,Every Time I Turn Around Back In Love Again,11408,5ee5dc28bdd1e415b1d7ee76223871d37c8b84f5,1977
Barbra Streisand,My Heart Belongs To Me,11409,5dcf27d1e4af2b93abf010f089bf92b64002c3a3,1977
Commodores,Easy,11410,28e6a2deb41a57f790403a8b52563a8d194d1627,1977
Bob Seger,Night Moves,11411,3baebe8677558549b7e9647296604b824752da12,1977
Foreigner,Feels Like The First Time,11412,600769b05d89bc1f9ddace16cae5a9290f43b411,1977
Barry White,It's Ecstasy When You Lay Down Next To Me,11413,35b24f3c08911f9a83fbb0151937e4b53125a850,1977
James Taylor,Handy Man,11414,17a8c252f09e807155f8e094724a7abc16833a53,1977
Chicago,"Baby, What A Big Surprise",11415,9f12069507d55388068d6db8d738ed4df1b0c24c,1977
Rod Stewart,Tonight's The Night ,11839,de4772519fbe8134187bb300f6c34775f0bf0877,1976
Wings,Silly Love Songs,11840,725eff52a22752022c4c5002b1ef0d08a51684ff,1976
Elton John,Don't Go Breaking My Heart,11841,6a681e9a60eb8e2665c6345e52d18f628ee939e1,1976
Johnnie Taylor,Disco Lady,11842,6073cc4a687b2d74f882d3f52e9eb23eaee3fbc7,1976
Wild Cherry,Play That Funky Music,11843,dea782268ddbd6e5eacbc1a3968bc4f195f37a51,1976
"Four Seasons, The",December 1963 ,11844,4d714646bd0631e2915707e6055867dbaeb2ba19,1976
Paul Simon,50 Ways To Leave Your Lover,11845,b82d798743c8fae13ce9ba649805a39375569222,1976
"Manhattans, The",Kiss And Say Goodbye,11846,5751de47401b57f9f1f0ac34e3c20e9426ff550b,1976
Chicago,If You Leave Me Now,11847,287d3ffb19d490044e831b88188efd282ad3878b,1976
Diana Ross,Love Hangover,11848,e7239af9fdc612dcdfb2993d8c132dee88072db9,1976
Starland Vocal Band,Afternoon Delight,11849,bced35287a55846e1908219aed5b279d7faa60b2,1976
K.C and the Sunshine Band,"Shake, Shake, Shake Shake Your Booty",11850,bd4856f76776faccb79faff356f9f64db42b1bb1,1976
Walter Murphy,A Fifth Of Beethoven,11851,590eb294e99b66e40103ca0677120739583288fe,1976
Rick Dees,Disco Duck ,11852,e20f4b8f1e902b44c94ef84c25be4c545f9c9af8,1976
Barry Manilow,I Write The Songs,11853,1ef80b3f0a6504f3abcfbfe7dfdc903ca8be9f29,1976
Ohio Players,Love Rollercoaster,11854,24edae547e4a193d47716cac0285f1dc5b3fecaf,1975
"Sylvers, The",Boogie Fever,11855,a6cc797a98ee29f48796bdd27e574b5cd08a0a8d,1976
Diana Ross,Theme From Mahogany,11856,58a6749c1466fb2b910e9d853ae16a12e47950f5,1976
Bee Gees,You Should Be Dancing,11857,c85c16a611bbc38498233da90af2881bafcdfdc8,1976
Bellamy Brothers,Let Your Love Flow,11858,c86fab79bd5fcb0dd0eb1786aa88d039a1f1293f,1976
C. W. McCall,Convoy,11859,e498b3372a0a3400173b02c1a6532fa01f726493,1976
John Sebastian,Welcome Back,11860,1a10fb199126b1bd3ddf754698d4395d4920a4d6,1976
"Miracles, The",Love Machine ,11861,fc568626d2ec2911e6e930e6b52da6ce6de0f8db,1976
Rhythm Heritage,"Theme From S.W.A.T.,11862,5578e794e548d17747e09091744af2b20412542b,1976
Bay City Rollers,Saturday Night,11863,58eccbe97788017f8711cf33acd12e5500a87c98,1975
Steve Miller Band,Rock'n Me,11864,37858a77e3822aadecc5b3cf27d2fb9d3ddeb1f2,1976
Spinners,The Rubberband Man,11865,e91acc7504869e1db0c559fe397708cab586edfd,1976
Silver Convention,Get Up And Boogie ,11866,dad0418dec2dda49b99458f9c5d577860fddfea0,1976
Gary Wright,Dream Weaver,11867,dc157d326197a73dd0c7c7d796ab4b7f1e46c9a6,1976
Eric Carmen,All By Myself,11868,3d57f8d4db9c93d4240c09558380a0fad464801a,1976
England Dan and John Ford Coley,I'd Really Love To See You Tonight,11869,9564b2946c1cb8f6022605ec198fd6c1e3e2d484,1976
Maxine Nightingale,Right Back Where We Started From,11870,89df13053fcda2e0532d17b34fb9744260b4f62e,1976
Lou Rawls,You'll Never Find Another Love Like Mine,11871,5358623e56e9c22424abc1debfb0307284c313df,1976
Gary Wright,Love Is Alive,11872,21f63d62d9ec1a27998e4919b57f5a3144f5e742,1976
Donna Summer,Love To Love You Baby,11873,6117714bdc8d2d5598f61d40f3b22a803e5200f9,1976
Gordon Lightfoot,The Wreck Of The Edmund Fitzgerald,11874,0ba5642161214b5a4e936b649bc7fd695ad9727f,1976
Bee Gees,Love So Right,11875,e8e60f4c0c44cf51c412ed5c5a5e865f354cf862,1976
Dorothy Moore,Misty Blue,11876,071088ca524362da5032fbdf7ffa5d59337ec971,1976
Wings,Let 'Em In,11877,127b3ef3db827c1575bbf903dce0a834949fb745,1976
Hot Chocolate,You Sexy Thing,11878,7017e809f2d2961c456122b625dbb0ad7792998c,1976
Captain and Tennille,Lonely Night ,11879,b1828efb861bcbb305f76d293413a368dc0fc306,1976
"Brothers Johnson, The",I'll Be Good To You,11880,1b56cfe479a4893f020a2ae20fc0d3c3cdc7dd7a,1976
Boz Scaggs,Lowdown,11881,a3861d4b0c15b3062d30b92aafb2f19b0a19d352,1976
Elvin Bishop,Fooled Around And Fell In Love,11882,cd914a95525d089053bcd8dde953ad536ade5545,1976
Starbuck,Moonlight Feels Right,11883,22f2f216157626afecc940c8ea066ed4ce53d521,1976
Captain and Tennille,Muskrat Love,11884,b6363dbafa00cf6a8e0414ed0bd7bd18262a1e21,1976
Daryl Hall and John Oates,Sara Smile,11885,452b5db22b438bd24da11bc64648564effa337e1,1976
Eagles,Take It To The Limit,11886,4a967da0de1ea40c9b27718264c33438b19fc018,1976
Captain and Tennille,Shop Around,11887,38a35589a87284ce5db7515aca425a314480eca6,1976
Andrea True Connection,"More, More, More ",11888,3dd066bb70b995d20979a0f8c550c40ee828df32,1976
Captain and Tennille,Love Will Keep Us Together,12373,916278fbda556fc8960e44d41fd7b0d236d0c9b3,1975
Silver Convention,"Fly, Robin, Fly",12374,d10f20fd89b4f957c9030d4a20fc1620ac9acb6b,1975
Elton John,Island Girl,12375,d4f4d295a7aef49e67a2cce58150fb3beee4bb1c,1975
Tony Orlando and Dawn,He Don't Love You ,12376,719f19b28e71a491ad564f9490651277c706825d,1975
Neil Sedaka,Bad Blood,12377,b3f3a18c73314ad7402d5cd82ef739c212e51b4e,1975
Glen Campbell,Rhinestone Cowboy,12378,35cd94991b0647955a864399b000289f37d55ae2,1975
Elton John,Philadelphia Freedom,12379,1ec5885796fe13851c2f8059af0ca3e88bee2d56,1975
K.C and the Sunshine Band,That's The Way ,12380,b932b066df9e4929089e5bf16587b897aebf626e,1975
Bee Gees,Jive Talkin',12381,3665e2c8d8ae07885a60f03cdbcfcf073779e07e,1975
David Bowie,Fame,12382,49eb6da0630a56a44d812bcd6e45ffcc69e64426,1975
Elton John,Lucy In The Sky With Diamonds,12383,21978f478fec74e0696bbb29b7d59e8be0b71154,1974
Eagles,One Of These Nights,12384,bb44437d983ee6ed4cf63453dc20f29a2c77db88,1975
Freddy Fender,Before The Next Teardrop Falls,12385,43bfd538e18c0a286c466b28e0101c2e1608b8c3,1975
Frankie Valli,My Eyes Adored You,12386,1be827ab8179a914ea9e1a38b6e121d88c6a1317,1975
Minnie Riperton,Lovin' You,12387,092a3b0a7132182eb649a53ac99e0b4173091f81,1975
Neil Sedaka,Laughter In The Rain,12388,3e5fa208d48d8bfdc97c54b81c12c930d0355d3a,1975
B.J. Thomas,Hey Won't You Play Another Somebody Done Somebody Wrong Song,12389,02d90fa2003f13da5b627126552333c5d67d7354,1975
LaBelle,Lady Marmalade ,12390,da137cbab59ef54b81ed342cb9c590a7d3f33389,1975
AWB,Pick Up The Pieces,12391,b4fda755cd6f467fd20143b610bf931516724e89,1975
Van McCoy,The Hustle,12392,02a93b7c53097361ef82f51c01327ded72fbe4f1,1975
"Doobie Brothers, The",Black Water,12393,4f838f890ecf95233a84b14a639d1ab1c6aba908,1975
"Staple Singers, The",Let's Do It Again,12394,e2a828c2a1ccd6f8cdad9ec42577c64c52e391e4,1975
Olivia Newton-John,Have You Never Been Mellow,12395,6046b16df18413dab9b72e40c2cf151cb0100d5c,1975
Wings,Listen To What The Man Said,12396,da5f197af4ae8b0f0599f2b60e5a317387ce94fb,1975
Eagles,Best Of My Love,12397,64d00527c2de2f10eabe863fc9e9cef1fc448f38,1975
"Hamilton, Joe Frank and Reynolds",Fallin' In Love,12398,3f92e9fc8c3f165f27ba911fc25b0a6d772a5b47,1975
John Denver,Thank God I'm A Country Boy,12399,fc3b23ad6cd0c5e160126512adbc373d0bcb941d,1975
"Earth, Wind and Fire",Shining Star,12400,4826dc0c324e562c2810137b967e34d998a0dec9,1975
Carpenters,Please Mr. Postman,12401,678f2997b5d50a24edf5ae064b255619a07e5954,1975
Barry Manilow,Mandy,12402,23fce5662850237baad427fdd8ee778de43973db,1975
Linda Ronstadt,You're No Good,12403,b1e22ae3c7c8ba894afe5e478d80e93be6b369f5,1975
John Denver,I'm Sorry,12404,e24ade3ee3bf2e89638d9ead90d7081b7a9dd656,1975
Ohio Players,Fire,12405,4f525ae5d25397263fa9e3e097e63ea59ce8ff05,1975
America,Sister Golden Hair,12406,ab5a1eddb6e6d8d0c072932580b600342d42232a,1975
K.C and the Sunshine Band,Get Down Tonight,12407,4c72b29bc1bc14704a47e091d2c73785aacd52a3,1975
John Denver,Calypso,12408,ec79a89e0a71eadadaa4a929b01631089aaf9e11,1975
10cc,I'm Not In Love,12409,d315c252cb218ee4be13a58306aa9e1317d97367,1975
Linda Ronstadt,When Will I Be Loved,12410,adda36b257f2a35a3ee2203bd3e72332bc072708,1975
